"row_num","gen_method","b_Price","b_Acceleration","b_OpCost","b_hev","b_phev20","b_phev40","b_bev","b_bevRangeRel","b_noBEVFC","b_american","b_chinese","b_japanese","b_skorean","LL1","LL2","LL3","gradNorm1","gradNorm2","gradNorm3","stop_ef","stop_status","pruned_optima_row","end_conv","end_LL","end_ef","end_outcome_status","end_index"
28,"logit_random",-0.0582157285720307,-0.130797855062492,0.0342639380188395,0.0050624891620356,0.0380201742653392,0.0478670469255921,-0.461453644585763,0.565499469753155,-0.25555701080225,-0.285299843487795,-1.06685907292447,-0.148637457242313,-0.0136369334986451,-10161.9638904542,-9336.04805314947,NA,NA,0.237396167947307,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
29,"logit_random",-0.0488625218021596,-0.118867165565008,-0.167937818385093,0.131608044211609,0.0408066413134838,0.147593820753496,-0.199677109665978,0.0307352390385724,-0.278054344274375,0.0995260657554874,-1.56613429521995,0.00252861051571992,-0.584276993681493,-9769.60172901772,-9336.04805316113,NA,NA,0.0694737475591467,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
30,"logit_random",-0.0407400330325382,0.0441117166680573,-0.0512726595739479,0.070754312567901,-0.00497573370422317,0.173897905685952,-0.218235231098253,1.06313128916867,-0.253109243140937,-0.225138421335186,-1.92088323986802,0.00844485327724143,-0.904181713506512,-11155.4816460264,-9336.04805309455,NA,NA,0.0232764613394655,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
31,"logit_random",-0.112891101508832,-0.0910280877972711,0.0316799301587887,-0.0350021581580139,0.0128790508336882,0.315928662012579,-0.164601614101839,0.382643318846126,0.178930737869829,-0.140982376110231,-0.50897473425789,-0.0351968022011762,-0.369688282608968,-10771.3387673027,-9336.04805319316,NA,NA,0.0722258745186798,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
32,"logit_random",-0.143634736046879,0.0331075855874772,-0.165994009210147,0.11313103388947,-0.0119074139596556,0.0523370704066813,-0.0669557625279741,0.394497239557636,-0.667629029901515,-0.409222760972012,-0.879242848192543,0.0044647859829029,0.226739813400724,-11071.9758501711,-9336.04805307601,NA,NA,0.000355181502446164,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
33,"logit_random",-0.129294605863711,-0.047790963321511,-0.279296892979448,0.0804873423433059,-0.00909033225705459,0.0607733617942073,0.230040525824407,0.483525005232411,-0.140379528488125,-0.19173478202128,-0.441693387093132,-0.0387075510050695,-0.456565182072894,-11098.7713276918,-9336.04805309467,NA,NA,0.100717616107265,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
34,"logit_random",-0.123937628671425,-0.0999333030577616,-0.0386622619922269,0.0533573993025893,-0.00666007780656073,0.276383323408484,-0.0912036644372,0.26263412964184,-0.437293966476413,0.0696461813487758,-1.96563419007391,-0.078086929426934,-0.805567719187758,-10451.2147093433,-9336.04805308461,NA,NA,0.0486742337828441,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
35,"logit_random",-0.300527464203764,-0.0642372299697145,-0.129373527035116,0.233952581017301,0.041240808743521,0.134940545009954,-0.241321035489195,0.447191605923056,-0.424854086137348,-0.0637136612372308,-1.56555799744586,-0.0683580622463312,-0.527147306074735,-16327.9136856804,-9336.04805325521,NA,NA,0.0609043984907639,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
36,"logit_random",-0.159411313715219,-0.22647204672111,-0.168036563221071,0.0781192792187482,-0.0111383308672378,-0.00047769647941745,-0.112305048912854,0.0668937032671993,-0.185695912574097,-0.0719729828718366,-1.68842188797697,-0.0473170620433407,-0.182539654498934,-11431.6991811165,-9336.04805308939,NA,NA,0.0239732044961169,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
37,"logit_random",-0.0955623159147192,-0.260949677254639,0.0176001222263773,0.0900216891050512,0.0316561647506414,-0.0963415475577671,-0.0200010282703163,0.0468760067899792,0.299458382950453,0.071401052884289,-0.515974148142009,0.0582089077480289,-0.529551508868999,-11015.4014315012,-9336.04805309043,NA,NA,0.110779075414286,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
38,"logit_random",-0.117144662660394,-0.260118446311958,0.0133096713957547,0.186067235811776,0.0159089321075122,-0.0306200399001182,-0.0624420128338702,0.227199171948379,0.0660732255745611,-0.0431448345200215,-1.33972203099704,-0.0945841590497237,-1.25079411453717,-10971.4446425227,-9336.04805307644,NA,NA,0.00156685261060476,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
39,"logit_random",-0.120829268761915,-0.0762271540455742,-0.10176334816113,0.084388693707756,0.00387031711247403,0.0153070122487665,-0.344743114950914,0.312191003305413,0.124147340991699,-0.0494520135452367,-0.40717259301066,0.0109382502667209,0.0340540335106084,-10501.5750959155,-9336.04805308613,NA,NA,0.0312463473889825,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
40,"logit_random",-0.0625422640340241,-0.106670468822296,-0.102985782799454,0.139144138369585,0.0232711433203639,0.267243815960071,-0.429096306119953,0.0910437909249451,0.297915137750491,-0.209938029972599,-1.38575186727286,0.0251791681580647,-0.180856883894903,-9614.73775677498,-9336.04805313107,NA,NA,0.0571732061832242,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
41,"logit_random",-0.106629392782575,-0.277439968145796,-0.128159943111727,0.11415494917983,0.0293873268280281,0.0881662391629593,-0.237869044232662,0.0396461453620152,-0.601888695908459,-0.0309892725469309,-3.22284201074186,-0.1419142081841,-1.09605668859862,-10982.7934280033,-9336.04805399721,NA,NA,0.197815555094051,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
42,"logit_random",-0.0491807597714779,-0.23505835354312,0.0577884045777039,0.219511989858199,0.0214548883909724,0.21235071012558,-0.635226082424086,0.345226858002844,-0.5179368096408,-0.116561418335862,-0.613496436479942,-0.0076006603678155,0.0442762218383429,-10740.4699646345,-9336.0480530814,NA,NA,0.0160506514921043,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
43,"logit_random",-0.0878284637654204,-0.0671021490632055,-0.164200959871222,0.0923076633545622,0.0204381781903257,0.0592146828260812,-0.373568703267639,0.195138102227347,-0.487476599624027,-0.147813232584619,-0.853436150659576,-0.0209551427657548,-0.48315893262604,-9632.48659655563,-9336.04805308261,NA,NA,0.00729743425951168,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
44,"logit_random",-0.0795700669041592,-0.0042624781674544,-0.182976663649602,0.109172265866806,-0.0156205617362328,0.281094452178381,-0.230530437468423,0.228805095862794,0.043762739102487,-0.363705354283371,-1.76810405834797,-0.0788003763299671,-0.753693674965121,-9656.24858635341,-9336.0480530775,NA,NA,0.0213980513931901,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
45,"logit_random",0.0142038564446635,0.0961265898570262,-0.18299144104117,0.0676489644570201,0.0449065342179587,0.0773833537231807,0.0621281234871981,0.505469077100747,-0.0750399277459452,0.0624968963960097,-2.26023276473326,-0.0937301974122556,0.193695743701452,-13491.3233592695,-9336.04807299078,NA,NA,2.36068349549764,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
46,"logit_random",0.0588409619886122,-0.1405997472582,0.170314650791761,0.171500531654391,0.0441447741890399,0.110133442551657,0.174850874720386,0.511428485613607,-0.298057624571977,-0.0588581119387727,-0.845144249979349,-0.0982343246302312,-1.09442032174759,-18613.6439418915,-9336.04810531106,NA,NA,2.84812739899262,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
47,"logit_random",-0.0610671507781778,0.0047392641917483,0.0373334474039135,-0.0176263690099173,-0.023215250985742,0.193902418902264,-0.534845608803258,-0.210041635814544,-0.298277666671263,-0.101531039831185,0.0115897569048242,-0.177129245494844,-0.170725714256734,-10997.922243005,-9336.04805440258,NA,NA,0.401428413923652,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
48,"logit_random",0.0495826550866543,-0.228866313641488,-0.182388852308357,0.052730514118771,-0.00235833667856967,0.209547035402518,-0.333678229020013,0.574986388309125,0.142478985948362,-0.0449681558499136,-0.657594558536645,-0.143763765465487,0.0689829585366623,-16242.0483626017,-9336.04806488031,NA,NA,0.297453837673599,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
49,"logit_random",-0.0812301822235289,-0.0137906252023595,-0.00494789118866579,0.152141844921865,0.0015050920545718,0.163490328188909,-0.247844464947184,0.0418367040066326,-0.433558884892815,-0.188218434097391,-2.55684019053505,-0.123807208514638,-0.511667701736183,-10390.3652788835,-9336.04805315426,NA,NA,0.152795406357225,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
50,"logit_random",-0.030114345262182,-0.132295790118077,-0.0978449576311355,0.0230007027746239,-0.0101896725855441,0.309782669429445,-0.134201256782,0.379749331496118,0.150491220934365,-0.235645689832181,-1.35948388406682,-0.114170372447176,-0.154292726806916,-10025.1862093262,-9336.04805309184,NA,NA,0.00788148252970467,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
51,"logit_random",-0.13119658507087,-0.081186235753874,-0.334462199329324,0.028243978952294,0.00350111159374758,0.0620088878801135,-0.556826887752561,1.0674095987207,-0.111007472160606,0.0353577241011347,-1.27574397084113,-0.0536614320449658,-0.783647638577179,-11354.9471654284,-9336.04805311787,NA,NA,0.027478382235681,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
52,"logit_random",-0.0451482510161962,-0.126934263826414,-0.161004486160589,-0.0482485611364341,-0.0269046540170078,0.392796449958251,-0.0658754680730587,1.03363209612108,-0.0416328797029812,-0.0943596984288917,-1.06387816718422,-0.122781261122786,-0.786234375620397,-10668.8971370283,-9336.04805328168,NA,NA,0.188166028559287,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
53,"logit_random",0.0951374080220994,-0.0293956666079211,-0.330446171229379,0.0747406873406,0.0371349317976486,0.101474698683826,-0.273117881112238,0.514313593631528,-0.542646237211453,-0.0331701370047139,-0.803654765429875,-0.0740113613759717,0.142910915579633,-22541.4301116676,-9336.04809881271,NA,NA,1.06381682699995,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
54,"logit_random",-0.0297027235710127,-0.124881821740024,-0.0731873732517184,0.109426945424476,0.0268360110549623,0.104818799158506,-0.178030303454656,0.317503370551468,-0.322199111213025,-0.126996311224751,0.493607936233462,-0.127677845630683,-0.671025063151016,-11242.6907191434,-9336.04805312162,NA,NA,0.157262459140966,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
55,"logit_random",-0.0678899546876512,-0.111714766497084,-0.314689682665814,-0.0755955293712053,0.0750723657946094,0.350821387977819,-0.575511361133321,0.714207899854148,-0.0587265340956823,-0.273379909189963,-0.279766847273666,-0.0150118166329152,-0.360646804795141,-10789.7078489593,-9336.04805307894,NA,NA,0.016711662294049,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
56,"logit_random",-0.120760360960266,-0.20084905413903,0.0722181313806786,0.0563786169683876,0.0301144677542293,0.21634930915753,-0.730623297127724,-0.183517197344378,-0.721946929438873,-0.143978260317244,-0.145852417852258,-0.00335746295669966,-0.479361020887593,-12100.318504723,-9336.04805391588,NA,NA,0.139169438687978,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
57,"logit_random",0.0162550664315046,0.0615939794048152,-0.323250344738509,0.063824472517738,0.0306816547511122,0.232667409242723,-0.44945353253492,0.337163975923205,-0.584877720406664,0.195753102333569,-0.957851330789936,-0.0714001568639489,-0.740937833689112,-13684.5481187802,-9336.0480558869,NA,NA,0.353403683174633,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
58,"logit_random",-0.156707270786331,-0.11513001406,-0.263161796987705,-0.0101165731359425,0.00916336851146898,0.658572037537044,-0.118822497652342,-0.128777593951625,-0.138891127509888,-0.219127718418443,-2.16986547112048,-0.0147053980449839,-0.505748383724209,-11743.0362154666,-9336.04805327387,NA,NA,0.072595956471583,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
59,"logit_random",-0.0878012869023903,-0.246163326618447,-0.223420171434419,0.124370131373125,0.018394993962234,0.111007089297726,-0.29197567681348,-0.373863544981043,-0.450518501531415,-0.0252556820715402,-1.75630896267773,-0.136128827166703,-0.403154403102016,-10747.5562039256,-9336.04805308051,NA,NA,0.00676107405158154,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
60,"logit_random",-0.00125909807568382,0.0277007920658722,0.118343928061879,0.065930180497427,0.00283326828115263,0.282455065512142,-0.531587581561816,0.452490395343424,-0.554002076463463,-0.0684575570575341,-0.667335166606354,-0.106224096359406,-0.566657400143094,-12735.93040414,-9336.0480542735,NA,NA,0.116599008460697,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
61,"logit_random",0.078544455285972,-0.0564677616932057,-0.243196896581897,0.074898559298726,0.00947272328399944,0.200492275117437,-0.0242733691604433,0.280852048600653,-0.0603826941433176,-0.086492011967621,-1.36065241514115,-0.0671459648955478,-0.65889941894555,-19641.2527238264,-9336.04813716186,NA,NA,0.877486923405381,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
62,"logit_random",-0.0639462030211476,0.166170072122728,-0.143458079190267,-0.0418385669127637,0.00832198458807411,0.271267948426782,-0.572160398733191,0.452396691751117,-0.098612100611301,-0.185408937948587,-0.565422744397349,-0.0162346166975556,-0.487009175407378,-10194.3225507963,-9336.04805324865,NA,NA,0.193267482550898,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
63,"logit_random",-0.117774570737232,-0.0780591377970062,-0.217914103130256,-0.0174598476010711,0.00825791537518148,0.124563483168304,-0.249429031299325,0.528891915717272,-0.327531693544727,0.0643643531508935,-1.03681143409042,-0.00887398194954971,-0.617118252568002,-10149.8134651409,-9336.04805594652,NA,NA,1.66092066833277,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
64,"logit_random",-0.0444946370639717,0.0271586581358338,-0.135771065076587,0.05877931136082,0.00225509896448409,0.0377362087839957,-0.227478304476201,0.484372628499476,-0.303155934235978,-0.0360664230065035,-2.52965174147188,-0.123687862722753,-0.210597162706614,-10377.48526576,-9336.04805371812,NA,NA,0.41163219705721,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
65,"logit_random",-0.124062381584777,-0.0269345130338201,-0.118628121502164,0.0490296149437225,-0.00938216678387242,0.0489367761906991,-0.44612219708686,0.322238302000449,-0.490017888925588,-0.135019125005043,-1.87052486635356,0.0216036571852084,-1.00651641417608,-10310.5657798149,-9336.04805485797,NA,NA,0.278211771014286,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
66,"logit_random",-0.0521536767707935,-0.121563727200309,-0.202443300347214,-0.0379758742640346,0.00746588404247708,0.0948446662976922,-0.443787676035993,0.2036880507638,-0.126001598893884,-0.187104600913722,-2.10252193156034,-0.0339573618474982,-0.30553854867239,-9871.75814170589,-9336.04805307872,NA,NA,0.00591554319147848,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
67,"logit_random",-0.0559987425914325,0.00314883215911753,-0.193380448756675,0.0997905632078941,-0.0105765685017193,0.0496796265683119,-0.0375384069902917,-0.178192819083788,-0.416374114435507,-0.280367345946083,-1.70089426323172,-0.060345164757687,0.240683340474347,-10489.5591556132,-9336.04805439992,NA,NA,1.08115630680505,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
68,"logit_random",-0.0886172477540002,-0.183010185246378,-0.246960151915796,0.207102789291339,0.0423503164867552,0.188234367169041,0.0510087675721171,0.523773929101774,-0.054549630619267,-0.0833300123391695,-1.6225641531055,-0.0752996831008904,0.158016608129716,-10018.7864194213,-9336.04805308524,NA,NA,0.00954234723755784,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
69,"logit_random",-0.00620841089150316,-0.100403126469013,0.0435446652967477,0.095957054123266,0.000259765115713337,0.263025883856299,-0.00820661386117122,0.28103013407358,-0.396468202204028,-0.0382923368565582,-0.607143268170814,-0.0114497412824605,0.0284333043981689,-11346.7524965071,-9336.04805373194,NA,NA,0.119365041212721,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
70,"logit_random",-0.00534582148097024,0.0500059513011922,-0.107508398646005,0.100862061411833,0.00585081425054866,0.312572660074053,-0.106821884700311,0.394640522550628,-0.462845472829737,-0.108907057329755,-1.50833881244196,-0.180290994797975,-0.400809722476267,-11110.4468085088,-9336.04805348203,NA,NA,0.0719637593937556,NA,4,"dup_best_test0_conv",1,1,-9336.048053076,1,"best",1
