"stage","candidate","LL","gradNorm","mu_scalingFactor","sigma_scalingFactor","mu_wtp_Acceleration","sigma_wtp_Acceleration","mu_wtp_OpCost","sigma_wtp_OpCost","mu_wtp_hev","sigma_wtp_hev","mu_wtp_phev20","sigma_wtp_phev20","mu_wtp_phev40","sigma_wtp_phev40","mu_wtp_bev","sigma_wtp_bev","mu_wtp_bevRangeRel","sigma_wtp_bevRangeRel","mu_wtp_noBEVFC","sigma_wtp_noBEVFC","mu_wtp_american","sigma_wtp_american","mu_wtp_chinese","sigma_wtp_chinese","mu_wtp_japanese","sigma_wtp_japanese","mu_wtp_skorean","sigma_wtp_skorean"
1,11,-9843.50099650772,NA,0.0901411010087254,-0.0296429121939894,-2.87502949393804,1.21236467317332,-2.53970456179578,-3.34245076013159,1.05429143502362,-2.39280691052334,0.203652258294766,-0.0492428061955412,-0.265260003149068,1.17924853987178,-7.37890052236497,-1.91865430412208,6.5785439993905,-2.85021477288416,-7.63989279779979,1.73881420463211,0.0154921469212665,-0.60709794702867,-41.3911636521229,1.83986613733684,-0.0317722213657012,1.0659567699131,-5.83406208876977,2.36227665203346
1,12,-10458.5967825899,NA,0.143847108597705,0.00289042703459473,-2.95328815270556,0.236903155174182,-1.19017420465179,-3.77905842366615,2.58325506697732,-0.861187971048489,0.329880189057566,-0.269546311700233,3.58109782128317,-2.91424914078642,-1.62155526301159,-1.39121811289822,1.61432966180184,-4.17703692360519,-3.45071369620091,-2.00650350428773,-0.538888440416591,3.87560567051867,-21.8135978829518,7.00127921129717,-0.354030886478542,0.97756760541102,-3.62609219130602,3.48564166632186
1,13,-9509.04293485835,NA,0.108386644643145,-0.0374653111791256,-2.67632340007299,2.9762657726473,-0.239320415134985,-3.57716842763172,-0.0589402967245505,-0.112380826654869,0.504678570026932,0.0263986957680224,-0.300232877467991,-0.943480594396587,0.564911235647744,0.552872328914405,10.9317744302613,2.5903951686783,-6.71536990917266,-1.29818329703087,-0.92990779335106,0.825233777052121,-16.9616393975073,-11.8667041889479,-0.548681783516209,-0.634912507716365,-7.0157168505079,-1.49162211679036
1,14,-10974.8652253618,NA,0.151401799150317,0.12036966914525,-3.16100874088383,0.407238705220462,3.91508688378559,-3.31845079051707,1.34095227065978,-1.2426588527817,0.272516797761842,-0.185438096415719,1.98968816897716,-2.5726153422944,-3.37614867143812,2.33542200614674,2.79330114468861,0.268231432804998,-6.20639464303446,-2.00985077116038,-5.21917365641835,-1.70687226905707,-6.09328265826459,12.3550269671098,-0.789845905372886,0.00990649087077656,-20.6000485238645,1.3739500595681
1,15,-9570.37427229274,NA,0.078356302054939,0.0285612963435328,-2.04459944819768,1.28129283590719,-4.24151410460616,0.328506849821088,3.33896170930127,-0.517644041476044,0.442823365983286,0.249676137082631,7.44084129243178,0.299423406139757,-10.3850815076518,4.0915362129427,9.04329812100277,-4.74248584493111,-5.70643915551988,-0.0820260274854923,-0.919431184480344,-1.11814924343021,-18.289660628409,-6.31427689834968,-0.810625801610274,0.448663028206993,-3.68607832333354,8.82015436516232
1,16,-9803.01489831394,NA,0.17091856238249,-0.0893090129174105,-1.77700028333604,-0.372584873995314,-0.0803084331321715,1.71285589463169,1.63692153559165,1.32932702159575,0.593347128059558,-0.0408053495768517,1.89234726434422,0.726249833387379,-8.96484655513363,-1.42539868604753,-0.736661896014398,-1.56200789172229,-1.46978619851142,6.06504815182105,0.670144767818919,-1.55925513127364,-28.2589224848051,-8.17014635256929,-1.05056337176224,-0.879353216871901,-4.25473532041432,-6.0077990100187
1,17,-9502.86045325315,NA,0.0623213644615606,0.0761497625451887,-0.438042870286689,0.0600803251225457,-1.14939414942372,2.09643740409546,1.62464648412818,-0.366859266233316,-0.024831100510663,0.225746158143116,1.28055914702774,-0.173247741936071,-4.8660808397013,-0.870503435047332,2.73536811920868,8.46433269772843,2.16420990218151,-3.13272617180386,-5.75691519592981,-0.552126008637163,-36.7045274254912,7.61168309093672,0.319641353801344,0.985985214821373,-5.91883133679066,-11.0975979126306
1,18,-9213.72689819327,NA,0.121267452419597,0.060732759276188,-1.86190989316033,0.929146237718476,-0.538851374504804,-1.50419204021423,0.373816225605393,-0.494652049649233,0.463176945745071,0.340003043803698,3.56980122882408,0.674966115202413,-2.39137259676846,3.91600570181031,1.25281179145004,3.94969988412011,2.12769961677574,1.29634912116085,-0.0406987652075266,2.34090003531171,-23.0202330800333,7.092479701329,0.171585905213001,-1.33849576544635,-8.96047690941912,-2.58303757402897
1,19,-9179.17100386919,NA,0.0764732499224498,-0.0295939093028694,-2.09069112170241,0.712957368888673,-2.38082124911451,-0.560786332878116,4.05991831213789,0.262450863295691,0.783088001476544,-0.227220263102201,3.68263135978125,-3.28646601743628,-2.83776743183632,-0.077499672709283,-0.618480050120557,8.12503316648265,-8.86708233197661,-2.47285513209433,2.26062740958958,0.172541161674814,-8.43539231151099,-12.7117108399506,-1.54169491219396,-0.850343725505683,-2.7152434059764,-2.24457656038698
1,20,-10286.4135780246,NA,0.107249630310869,0.136577179143286,-2.9943859276402,1.02278212546113,0.856477813211215,1.03734061344961,1.24228743065614,-1.31119770553781,-0.122391139221248,0.00709449789053219,5.65794383968247,0.837671125869903,-10.0791388813841,-4.42198613237744,7.51800564475263,4.86987069311197,-4.48343896593463,1.02565654301262,-2.02891058442194,-0.918536815072406,-11.5651261332306,-5.85339838217999,-0.14014884665359,-1.37360924699546,8.81427863673184,11.6569254978482
1,21,-9922.97035529471,NA,0.107752934323445,-0.0131629281815583,-0.986834109042674,-0.0120651039174983,-4.13873242698886,0.765824604433521,0.0805398371911266,0.166330070651165,0.494448202003548,0.296661966217191,4.16829030227945,-1.06068773083171,-3.01628254395324,2.18528894660429,1.68368987120337,1.615627941052,-5.95537663006108,6.45000173658118,-3.36684279159449,1.75048789952131,-21.9422066056424,-14.4679499275094,-0.270583301431994,0.59874893137908,-5.41769239988307,-6.78104989654516
1,22,-9553.66649349633,NA,0.11088231852539,-0.0744784808068108,-1.81445872091389,-2.02809902535018,-1.61166222691076,-6.54021783775824,0.238695740012727,-1.74906909861007,0.376186479921845,0.194732845553871,1.84519312105012,-0.863516293049382,-9.25709293294354,-5.65436256343742,0.26923293078403,-7.21601585572032,-6.68847214257056,1.26537636631394,-1.68519997196645,1.23645754879676,-30.9563569872537,-31.0004486126395,-1.16756601254268,-0.073226451578148,-18.6965706228272,-4.74461549179039
1,23,-9767.25691489669,NA,0.0209734073285474,-0.0854561359021322,-0.244409826522033,0.450136974808741,0.0872991304591544,2.83835527585315,-0.888091563973236,0.674255851473377,0.377038924661434,-0.216729770046349,-1.29896272903786,-0.620111673138319,2.56987035339152,-2.49057466837789,1.00128630083584,-2.18558638612023,-1.62947512923937,-1.48547800219928,0.13299028273689,0.798471856791272,-25.777494950321,-19.3336750329803,-1.99295981962717,0.677786834894367,-10.0919754549741,3.19343338317617
1,24,-9918.00206635793,NA,0.0182542712395086,0.0818193092361293,-1.66544131896826,-0.388593116669409,0.09226848465688,-2.81598595220417,0.672064097506599,1.36011855396004,0.151074545608175,-0.0365666066289429,1.89036847384569,2.51275226199706,4.82110080800467,-0.267463859615693,6.76801093615212,-1.76679110852565,-7.7208584949069,2.968559647675,-2.38393286454747,0.962615357993991,-1.86985779882958,-14.4858766591239,-0.998730209117145,-0.605748938291984,-10.0971320927027,3.06031433462632
1,25,-11641.7767854508,NA,0.176348531722417,0.111807822685092,0.48241364423065,1.37691837061165,-4.5606418129495,1.3403846681868,-0.597326658238105,-0.710927638552803,0.43394581605601,-0.170876230563056,2.16072927718773,0.456471857224043,-3.10631121067203,-2.4844336531468,1.33575038853985,-0.0387643182447847,-1.59732127887787,0.923710292419792,-5.55933754933834,-0.356076236630943,11.4160678207274,-2.10118543592814,-0.950518326002127,-0.667198333145905,-4.58303569185047,-15.083754815481
1,26,-9748.17501617136,NA,0.0266643756634666,0.0331322883174699,-0.857904573012748,-0.485832338578793,-3.32079431814205,2.40000443550972,-0.599409718791094,0.239095545877106,0.349233316140982,-0.421613518387364,2.35992129655611,-0.264912812645029,-4.38989516699605,1.0824208553297,-0.297347048962763,-1.42367467953729,1.3263965713686,-0.36308157786758,-1.28408499250836,-4.12434887965664,-10.2418060044904,-28.0826950632459,-0.8686574497534,0.969517617465473,-8.20724083599886,1.18605614270703
1,27,-11008.8725217258,NA,0.142465528919802,0.0220066879127048,-0.867234187141424,0.256639803880323,-3.84140460352089,0.276517705890638,0.31170872819045,-0.692977878094724,0.20047847305311,0.0114650716248945,0.673387593798105,2.23104347962163,0.0418481392711678,3.35251506206899,2.62373555645471,0.382983370660599,-6.50744818963118,-5.96894228091572,1.39651310030097,-1.43536898278292,-26.6325383217088,-15.3013869473691,0.223657255024044,0.515712138381316,-14.3446100382764,-4.02421257654051
1,28,-10657.7177225033,NA,0.0737063354279693,-0.0335215699494346,0.364895112220684,-1.2302999235396,0.361224220276745,-1.19968976484293,-0.0576202201916554,1.01470479867462,0.268952972749014,-0.398904195945917,2.25086756729665,-3.18003853213066,-0.118595718955138,2.35099323879637,0.722703472901462,-0.700024613220535,-5.07335650840524,4.48996379840622,-2.05600874954763,0.310809345997636,37.0760027376265,-31.1578945637815,-0.275473817370921,1.17319051896318,5.32440954731844,2.65183607727195
1,29,-10064.2541560937,NA,0.0830595421978404,-0.0244472924416463,-1.78846018960318,0.881453810760789,0.662048115900918,0.200375663785702,1.33026355258013,-1.07438550329814,0.246352857698755,0.493685973103944,1.41244665273429,2.109692499486,-5.08125599802094,0.0433589229671675,9.00190578843415,3.57242402193961,-5.49135231901983,1.9008547297855,0.842027547418421,-3.48819954918349,-16.8660119362539,9.86902460708267,-0.329428451054215,0.386904347785133,-21.1652749500341,6.00870198360541
1,30,-9749.86465224956,NA,0.0911820309674618,0.0995116460257264,-0.546030139874805,-0.134054754469904,-4.28056637255092,0.569659042080844,1.23187232130772,2.95873498652928,0.27141192331,-0.259361892063438,0.81672525233232,2.31671867533581,-7.86335728556917,-0.451408737104342,8.68736513399035,3.95022456176349,-6.78467810625883,-1.17453558824841,-4.56714498818785,-2.51090472219186,-28.6749237177514,-9.82157801602675,-1.72716024682337,0.558206296535956,-8.57155637070898,-5.6781910600619
1,31,-10355.3532636521,NA,0.0190309624911683,-0.00327336806128166,0.33737662215238,-1.89888657250091,-2.35298361365878,2.56363061162187,1.51622640494317,0.300365675795202,0.705425727179365,-0.0641649034261089,3.18770936628349,0.789572916508315,-3.21505180542655,-6.62419870615273,12.9989136802854,-3.34749585671353,0.705484611708277,-2.60655948393319,0.416903059405027,2.81954078949475,-33.3319184488626,-14.3423086396829,-0.978362256422854,2.35910147428671,4.83121681865355,0.226020141262963
1,32,-10138.8761752341,NA,-0.0117126720468794,0.0911420929350758,-1.76775951980167,0.573115082219933,-5.02890289389926,-1.13693504912506,2.03392403937544,0.346673767055682,-0.14500164334691,-0.686339046899419,2.56592699684988,2.17744479074628,1.971878149049,-1.20127982423104,7.59277822296662,-0.64914591089385,-4.99152545724063,-1.97061344600538,-1.13654463247113,-2.34757513608415,-19.0302079391245,-11.876652447691,-1.25603944186281,-0.197531104142967,-7.76230407764407,13.0041010208218
1,33,-10463.2701240518,NA,0.0026274581362893,0.0296120461651605,-2.97438289348375,0.0283670861567116,-4.72477387409539,-1.01849784852038,3.60853548919094,0.694466366476456,0.384656656242149,-0.181883324882997,3.3006933200305,0.66672182189698,-3.97059031073209,-1.8688708536105,1.26081064770794,1.94820708724499,-7.96690675491167,-0.0666927469515491,-3.35062072261213,2.86817757504401,-2.49413399956258,20.2646813048623,-0.223235852393243,1.15242634636961,-3.24169512670089,2.13514680178378
1,34,-10883.3606248089,NA,0.00798443532857514,-0.0100465218305857,-0.411735230801615,-0.424369151834001,-4.46240629589549,2.00845310694745,1.90536679648166,-0.168457814847158,0.0863857315153458,0.424380631563346,0.741576054207387,-0.711274729401438,-7.00574530436881,0.21245430267074,-1.35833242766822,1.22790147221132,0.587530555324356,-1.27803453274782,0.0952580787795596,-2.04158663206183,-38.8544476375895,5.56521366386852,-0.00890927398671548,-0.11579279387398,-9.47527690401775,-1.25744190103774
1,35,-30655.9758542784,NA,-0.168605400203764,0.0171032982370252,-1.37776830088555,2.58934831325832,0.708920350669986,0.0227361669138872,1.1094762734519,0.552527643249866,0.0988824448357336,0.115057164564003,1.41341441577406,-0.370833971822915,-4.58441875993665,1.21847614882296,1.23576074509412,-2.7006175022542,4.52360385925457,-2.02634384394597,-2.44823018382344,-0.93597278309235,-5.38858920282182,6.546495694787,-0.532357513991409,-0.898798367962217,0.3892598462404,6.90713716659029
1,36,-9996.46455900879,NA,-0.027489249715219,-0.106289716805213,-1.78951177649274,-0.0111504310281855,-4.9458735352446,-1.87840222388708,1.79349172293562,-0.933130175032606,0.339133239199253,0.0958999583650587,1.2070920291109,0.365450522182501,-1.58748457380645,-3.11741139485741,6.41931375319253,2.4573794611229,-1.31908846019771,11.002321132383,-0.343594025075304,-0.91592697455202,-25.6584891417711,13.4262861794785,0.529660026388811,0.658094234337211,-5.59405948806436,2.62764161255702
1,37,-10098.5816564104,NA,0.0363597480852808,-0.132512810394079,0.187433171615024,0.187473365080085,-0.325827196776761,-3.22423603158265,2.2828681005801,-1.01133057284626,0.826504016254549,0.428450994402544,3.17595541830437,4.05810460339041,-4.6053272844908,0.822855196841793,11.3472079921901,-4.65388713517759,-3.57007436808103,6.07954169728016,-4.83071538570915,-0.100841450532966,-21.4007760980152,-3.67744739958612,-0.828950512465701,-0.16023677488669,-20.2803281443655,-8.46688192249661
1,38,-9819.30785108522,NA,0.0147774013396057,-0.131880590416471,0.141741852174259,1.79025223662081,-2.0258809878885,-2.30157096124142,2.05785498473966,-0.306886719056599,0.592052612746971,0.162765835097059,1.79265534157157,-1.28855975616459,-10.8777260879896,-6.24396354572348,8.75150807343385,-4.51507356497391,-6.73970933810074,-0.858703498849925,1.05008910398312,-2.43615595491166,-22.881082082618,-5.13391648129687,0.263695740983299,0.887902466631047,-12.7495108513122,-11.8455597725699
1,39,-10771.1096237409,NA,0.0110927952380849,0.00798396792634998,-1.08373264995959,0.0934716511449324,-3.32555652617929,-1.65680050006676,0.561154301525663,0.0251392475971986,0.650392046240078,0.148136555058677,3.35866326216578,2.40396973389017,0.296156213412218,-3.6111352406071,-3.22401928224605,4.7198490279646,-2.57299559618194,-0.257291677664769,0.0851532741172456,0.202040957437002,-44.2156427894274,-48.1820089946324,-1.58421387264912,0.826254783115318,-9.59886371592726,2.96654961569011
1,40,-9580.21838030434,NA,0.0693797999659759,-0.0151706943921338,-1.09675101417354,1.00721385799368,-1.23106482132637,1.88014344724364,0.113931538641669,-0.838786329614649,0.824953720566702,-0.224105118623636,1.71535854072074,2.90229999018238,-1.57285009680754,-2.41611869229335,14.1736783549507,-2.81217572265271,-8.33375101303946,4.33505343660652,-0.193636945476477,-0.867485924608836,-20.3687291231342,-7.72209515112159,-1.06482584276428,-0.517488845778793,-6.57054679662282,1.23313718392665
1,41,-9840.44968868637,NA,0.0252926712174251,-0.145055042405235,-1.3648441926972,0.590201869165363,-0.570768425446532,-0.633928899555515,1.12777800034336,-1.03957448395001,-0.0789609673029545,0.190960233800078,-1.36962290726552,-2.94477290867446,-9.53202793082886,6.79946453970445,8.83559386639629,5.0109748294034,-6.72956954986088,-0.647543578894725,-2.38071751408621,-0.558367269686265,-43.4348598711903,-15.7102363059456,-1.020969187729,-0.703523253676328,-2.45699556216949,12.3341130611307
1,42,-9677.21049230176,NA,0.0827413042285221,-0.112820314293846,0.615419814320272,2.34836812004811,-1.42714569142672,1.10949844591682,-0.978924899790626,0.154195904160714,0.00537446252414531,-0.00752135031647936,3.01218857683649,1.7552404765224,0.385055068432882,-1.18004254596766,-0.886136642444836,-3.50132784782404,-2.74054079908854,4.34968702863742,-2.02320039386908,2.36423881903594,-33.952137819765,27.4881307493584,-0.397144932084364,-0.352784176769179,-15.3974881824728,-3.73841461383843
1,43,-9348.95781523552,NA,0.0440936002345796,0.0149242899829607,-1.74866437261267,0.225621008085233,-1.53690859836045,-1.04038016210419,0.408327134347976,-0.432135316434887,0.0359738334090126,-0.0800088348994842,2.60926356550223,1.28792912153874,-4.20186700991651,7.40793425178583,2.58412741083237,-9.95387199529146,-3.62807240660673,0.954947986540467,-0.759703950923359,-1.06433369407719,-12.6476718321241,7.540533522147,-0.271180829367059,-0.0120978461585767,-4.84878257174864,-0.126727388008479
1,44,-9705.63081567435,NA,0.0523519970958408,0.0627190643190436,-1.94861694471537,0.5070523655025,-5.42977021437302,2.07459270283905,1.16668573990053,-0.300613075677671,0.569640198328132,-0.580763022117678,1.07328367016689,-0.736240267490489,-6.55461458863235,2.65232206784689,9.07852672108953,1.31616683286474,-5.01709722087225,-0.31082856969449,-1.06130188322252,0.736471189918978,-18.7328836530465,-5.07137831605377,-0.77195763088104,0.748619891350912,-4.18691828594215,-1.54746388638772
1,45,-10404.4955804179,NA,0.146125920444664,0.139073265155002,-1.94877431710939,-0.185875859264034,1.10466801193997,-0.785309963492762,2.71829947731023,0.780192271637833,0.45029476824066,0.407798116427805,0.246863728490403,-1.25867720751779,1.68450524343365,0.879174223293878,11.0567194591732,-0.622411772660565,-6.437585465136,-1.92967306790954,-3.67716374433798,-0.613900641363578,-21.9290591333135,-13.9330716781976,-0.352254037174354,-0.67768458578656,-8.23000703880255,-5.98354381967736
1,46,-13344.2081814987,NA,0.190763025988612,-0.0409767207941557,1.81377235679435,1.54716750805206,1.02242924310805,-0.325531055650092,3.31593164211321,0.803473078046805,0.226258190183226,0.126319440479009,2.62318795558074,-1.416289440664,-9.51779701130497,4.98143930020401,15.6347783404041,-6.28639399046953,2.5509220980663,-0.198487328952959,-0.978289502368996,1.0244618946708,-27.3936488533869,-5.83978905243925,-1.49483884617397,1.69297268305405,-3.75977748880024,7.31347839707563
1,47,-11019.0348834719,NA,0.0708549132218222,0.0695656349416587,0.397583969260793,-1.60892468798007,-6.24968445222974,0.850502654038401,-0.446728878156437,-2.01499559893376,0.226037142797057,0.0273410842757071,4.06188083981003,-4.17704730996636,-1.48474280001574,-0.114819071496343,-1.61036654519782,-9.40762271842264,2.00522944842369,5.11382036157222,-2.41951902826685,0.666665655518372,5.6798252122413,-4.75338815818826,0.103593297922065,-1.12901388702069,-2.83593595731315,-6.88902243907106
1,48,-9888.4227240091,NA,0.181504719086654,-0.108110755100427,-1.94235702546119,-0.434830421116729,-3.99799508925637,1.07013762131366,0.619817984409903,1.05176604625358,0.668807441362099,0.158536705365953,2.938135657376,-3.00949418303987,0.599921057334535,-1.16120619637942,2.20341885829209,-12.6824250288232,-2.79863055146121,3.04396061156277,-0.287328671913373,4.23339716168385,1.57962547599439,-39.7506826968487,-2.19082726538772,-0.136012561956845,-8.72806336945473,-3.34776673060305
1,49,-10448.5407276735,NA,0.0506918817764711,0.0554721193417252,-0.0526927555598318,1.2241156317333,-3.58090360319562,0.4235469310591,1.07489043140789,-1.03101692800754,0.0901378772359048,-0.17372727948056,-0.251222012803507,-2.31115744548507,-4.44979796664365,-3.80388966486751,0.624626581404903,-2.42210621234956,0.63743372200791,1.39011445254111,-1.61149414556838,1.76468958534541,4.68438542364837,2.81789908628716,0.890575933967424,-0.179422603089373,-12.5802827094525,5.87771027937298
1,50,-9439.64236278735,NA,0.101807718737818,-0.0346608736238694,-1.04200360085319,-0.93095247061467,-4.84345743809202,2.47734694465896,1.67740266401313,0.289060131108986,0.67685628113761,-0.283733131989635,1.75946973534814,-1.97393711853805,-1.34183076180821,0.97435844496645,7.70787930912106,-10.2270404025294,-12.8158526124087,2.11521996173019,-3.05999562236818,1.57776391387635,-13.7684946295127,10.6789431608811,-0.534751791430063,1.75356438159835,-7.12873898390648,-0.756300266123187
1,51,-11910.2011759758,NA,0.000725478929130385,0.00421217555723351,-3.56186792337607,-0.843454272484948,-3.36541554496912,-1.00115228230331,-0.563268965937245,2.97544847348412,0.414162902086221,0.344849760288817,1.90009216461523,0.143442955462085,-6.81511390473453,-1.85305405986905,0.199162740626554,2.40511035931583,-6.40060490556904,-4.32234717382251,-4.02449633996243,2.73547987029578,-11.0232063380628,9.31400588506721,-0.99258152253602,1.53626094602347,-8.93028442730162,-11.5576946048184
1,52,-9524.13441478781,NA,0.0867738129838038,-0.0305829888171182,-1.7146234041545,-2.11993851655986,-6.6479883163045,3.64277845073287,2.03965153188829,2.84349452246646,0.483854440110037,0.0439747585705967,2.25587333086223,-2.27525662570472,-6.83760986685233,5.635375242964,2.56560355166506,-1.22895177166121,-4.84288655915299,-3.33123391818917,-1.20437015394356,1.40813215878341,-16.1081508556046,6.31417605964023,-1.08465800690882,0.0641874543632441,1.09515617425139,7.07444777204896
1,53,-12971.8628313862,NA,0.227059472022099,0.043603192884084,-3.51909907925182,-0.0675313447043832,0.265654424150882,-0.447091269415959,0.940896129020417,0.814743935060423,-0.0194478528233466,0.185901795352222,2.69286025259712,-0.568659001477969,1.24284706538955,2.07064188866609,14.9908362146991,-6.53664596803792,-4.91773609406915,-0.385217057533218,-2.73203293945889,1.15679262200711,-10.4917564364689,15.2698869703059,-0.496259787616176,0.409470353241392,-0.144208231672173,2.96906677684396
1,54,-10519.6336692906,NA,0.102219340428987,-0.0290219366193813,-0.779411717390426,0.511302380501036,-0.846205649917599,-0.400143400907352,1.44503033670857,0.0458923463589137,0.202006410466844,-0.0317247175638311,4.87132241572149,-2.44660205662388,-5.83567411318814,0.390521350894866,9.99869576637803,5.15664096609247,-4.5375899172245,1.84023413270279,0.279742609109001,-0.364148756761969,10.2282141544477,-8.69500981302665,-1.3439823970293,0.91350361771376,-2.53567557045053,-2.09248524504214
1,55,-11299.5847259801,NA,0.0640321093123488,-0.0190073005616736,-3.35129975450856,-2.57629640498153,4.36133777075624,3.05349002910236,-0.662330088493128,1.59564368968917,0.466682691449999,-0.371256327352851,3.57261267742054,1.49590302164853,-3.13642118353092,3.07933001640865,9.63962521149558,-7.58771389868144,-8.3587989661424,-1.24681149093091,-2.28418328247567,1.72226955684017,6.19731144192894,-1.11438127997595,-1.42113449774793,-1.61998951223969,-13.5368176168946,5.48384477120021
1,56,-9889.4241211503,NA,0.0111617030397341,-0.0868013087531195,0.769089739189683,-0.373951990319441,-0.492267096592393,1.16563482788023,-1.48470073755002,-1.91137620184123,-0.199567700268886,-0.0711137515326466,3.79749196919149,1.90372203294406,-4.1688378781697,1.24579201148751,8.76714122897024,-3.17007781785846,-6.71823275900439,1.99757590555547,0.151787667861045,1.7840212991536,-15.2000830330195,-1.97965881318172,-0.322149086813173,0.589654918825987,-7.3112128610278,1.47921888972302
