"ID","Task","DupChoiceCol","OgChoice","is_chosen","TypeDup","prob_og","prob_dup","psi_prime"
1,1,1,2,FALSE,"phev40",0.056513243419134,0.0490861581791103,0.17454
1,1,2,2,TRUE,"phev40",0.899970612339784,0.468312263904806,0.22641
1,1,3,2,FALSE,"bev300",0.0435161442410824,0.0374818071772385,0.21158
1,2,1,1,TRUE,"bev100",0.389883428470122,0.258502438511438,0.25724
1,2,2,1,FALSE,"hev",0.38921727214921,0.238166744776898,0.49091
1,2,3,1,FALSE,"bev100",0.220899299380668,0.158521626868244,0.31795
1,3,1,2,FALSE,"phev20",0.438346787704468,0.252575389799778,0.60972
1,3,2,2,TRUE,"bev100",0.492924880512682,0.291488781590612,0.46212
1,3,3,2,FALSE,"cv",0.0687283317828496,0.0539027767938171,0.3475
1,4,1,2,FALSE,"bev300",0.26887605105111,0.188487052549621,0.30226
1,4,2,2,TRUE,"bev150",0.366981714457053,0.230875735418064,0.44234
1,4,3,2,FALSE,"phev40",0.364142234491836,0.214263695414404,0.62067
1,5,1,3,FALSE,"bev150",0.0408853595657096,0.0344163049843846,0.25817
1,5,2,3,FALSE,"bev100",0.281012481457728,0.201282725269,0.22932
1,5,3,3,TRUE,"phev20",0.678102158976563,0.373909363768527,0.46403
1,6,1,2,FALSE,"bev400",0.216269156081156,0.156486588818628,0.30607
1,6,2,2,TRUE,"bev150",0.611544716145701,0.349040078812869,0.41296
1,6,3,2,FALSE,"hev",0.172186127773144,0.121716988524376,0.41408
1,7,1,3,FALSE,"phev40",0.115929249078617,0.0747698765953627,0.63404
1,7,2,3,FALSE,"bev400",0.060479720010844,0.0465851263682601,0.38989
1,7,3,3,TRUE,"cv",0.823591030910539,0.436295766443105,0.38497
1,8,1,2,FALSE,"cv",0.0709782014892288,0.059255376936097,0.22799
1,8,2,2,TRUE,"phev40",0.65112339251779,0.36617102435054,0.40966
1,8,3,2,FALSE,"bev100",0.277898405992981,0.196577186785974,0.26603
1,9,1,2,FALSE,"phev40",0.100749961162169,0.0876824566065271,0.09346
1,9,2,2,TRUE,"phev40",0.794532920143071,0.432703327607522,0.22092
1,9,3,2,FALSE,"cv",0.10471711869476,0.0809466276449267,0.32627
1,10,1,3,FALSE,"hev",0.142641125563692,0.106634323549852,0.3401
1,10,2,3,FALSE,"bev300",0.0386339160118396,0.0322975771223426,0.27401
1,10,3,3,TRUE,"hev",0.818724958424468,0.439274028684361,0.26691
1,11,1,2,FALSE,"bev400",0.280574062223294,0.193462949494454,0.32529
1,11,2,2,TRUE,"phev40",0.514730107897926,0.281928549709365,0.70208
1,11,3,2,FALSE,"bev100",0.20469582987878,0.149585240091134,0.30088
1,12,1,2,FALSE,"cv",0.321956406756332,0.208840458973246,0.42032
1,12,2,2,TRUE,"bev100",0.168703459511341,0.13602970112019,0.13869
